source_id,development,source_type,title,publisher,published_date,retrieved_at,source_url,local_path,sha256,page_or_section,exact_excerpt,event_type,event_date,date_precision,mode,scope,confidence,review_status,notes,cand_id,cand_id_namespaced,cohort_type,landing_url,file_kind,event_date_normalized,event_date_lower,event_date_upper,line_name,promise_verb_원문표기,http_status,bytes,local_text_path,excerpt_found,excerpt_sim,review_issue,reject_reason,pairable,commitment_version,dup_of,block_name,document_version,version_status,supersedes_source_id,attachment_source_url,attachment_local_path,attachment_sha256,service_headway,service_first,service_last,timetable_effective_date,event_date_basis,evidence_role,document_verified,verification_method,verified_at,pdf_id,raw_pdf_path,pdf_sha256,pdf_match_method,pdf_match_confidence,pdf_disposition,pdf_extraction_status,pdf_page_count,pdf_text_chars,excerpt_source_path,excerpt_char_start,excerpt_char_end,plan_confirmed_date,target_completion_date,target_date_precision,human_verified,human_verifier,human_verified_at,human_check_items,censored,as_of_date,censoring_evidence_source_id,clue_url,contradiction_flag,contradiction_note
SRC-E2-C10,부천 대장,언론 단서,LH 인천계양 A2블록 입주자 모집,기호일보,2024-10-01,2026-09-02T18:00:00+09:00,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=0000060706&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05&mi=1027,data/raw/evidence/documents/target_refresh_20260902/SRC-E2-C10_2026-09-02.html,74cef30b17bd093346b8467ab7653e9d4bf48c1c71e30d2e0463b87a751f2a7e,기사 본문,"공급위치 : 인천광역시 계양구 귤현동, 동양동, 박촌동, 병방동, 상야동 일원 공공주택지구 내 A-2블록",occupancy_planned_block,,unknown,,block,high,rejected,제시된 공식 URL과 PDF는 부천대장이 아니라 인천계양 A2(입주예정 2026년 12월); 부천대장 증거로 사용 금지,C10,E2-C10,3G_forward,LH 공고 URL 필요,html,,,,,입주 예정 시기는 3기 신도시 중 가장 빠른 2026년 12월,200,196148,data/staged/html_text/74cef30b17bd093346b8467ab7653e9d4bf48c1c71e30d2e0463b87a751f2a7e.txt,TEXT_FAIL,0,QUARANTINED,development_scope_mismatch,FALSE,1,SRC-E2-A06,A2,,,,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=58985631,data/raw/evidence/(정정공고)인천계양A-2블록공공분양입주자모집공고문.pdf,f7202e924988f383730f245784e37a1ec66f0f54d655fb3b8171c45314389195,,,,,입주자모집공고/공급정보의 입주예정일,planned_block,unverified,ai_extraction_pending_human_page_check,,PDF-010,data/raw/evidence/(정정공고)인천계양A-2블록공공분양입주자모집공고문.pdf,f7202e924988f383730f245784e37a1ec66f0f54d655fb3b8171c45314389195,targeted_manual_mapping,1.0,,,,,,,,,,,,,,,,,,,,
SRC-F001,인천 계양,official_housing_notice,인천계양 A2 공공분양주택 입주자모집공고,한국토지주택공사,2024-09-20,2026-08-31T21:16:29+09:00,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060752&uppAisTpCd=05,data/raw/evidence/documents/인천 계양/2024-09-20_인천계양_A2_공공분양주택_입주자모집공고.html,01bc504183290e9396f18bb39c2584d4b17399188a016a4cba5351052a00c011,LH 청약플러스 A2 공급정보 > 입주예정일 항목,전용면적(㎡) : 59.84 ~ 84.89 총 세대수 : 747 입주예정일 : 2026년 12월,occupancy_planned_block,Dec-26,month,,block,high,verified,미래 예정일이며 실제 입주 시작 공지가 나오면 갱신,F001,F001,3G_forward,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060752&uppAisTpCd=05,html,2026-12-31,2026-12-01,2026-12-31,,입주예정일,200,197323,evidence/text/2024-09-20_인천계양_A2_공공분양주택_입주자모집공고.txt,Y_NORMALIZED,0.98,,,FALSE,1,,A2,v1,superseded,,,,,,,,,입주자모집공고/공급정보의 입주예정일,planned_block,unverified,,,,,,,,,,,,2024-09-20_인천계양_A2_공공분양주택_입주자모집공고.txt,,,,,,TRUE,parkd,2026-09-02T20:11:00+09:00,A1B1C1D1E1,,,,,,
SRC-F002,인천 계양,official_commercial_notice,인천계양 A3블록 단지내상가 재분양공고,한국토지주택공사,2026-07-10,2026-08-31T21:16:29+09:00,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=23&ccrCnntSysDsCd=04&panId=BN-0001331&uppAisTpCd=22,data/raw/evidence/documents/인천 계양/2026-07-10_인천계양_A3블록_단지내상가_재분양공고.html,0d9239bb1c0b7c81b51ba1a7bde70f065d119672d3b0d3f67655838c0ec98dfd,LH 청약플러스 단지내 주택 정보 > 입주예정월 항목,공급면적(㎡) : 78.5541m² ~ 79.5072m² 총 세대수 : 538 입주예정월 : 2026. 12,occupancy_planned_block,Dec-26,month,,block,high,verified,A3 주택의 입주예정월을 재확인하는 독립 공고,F002,F002,3G_forward,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=23&ccrCnntSysDsCd=04&panId=BN-0001331&uppAisTpCd=22,html,2026-12-31,2026-12-01,2026-12-31,,입주예정월,200,176719,evidence/text/2026-07-10_인천계양_A3블록_단지내상가_재분양공고.txt,Y_NORMALIZED,0.98,,,FALSE,1,,A3,,,,,,,,,,,입주자모집공고/공급정보의 입주예정일,planned_block,unverified,,,,,,,,,,,,2026-07-10_인천계양_A3블록_단지내상가_재분양공고.txt,,,,,,TRUE,parkd,2026-09-02T20:11:00+09:00,A1B1C1D1E1,,,,,,
SRC-F003,인천 계양,official_press_release,인천계양·부천대장 광역교통개선대책 확정,국토교통부 대도시권광역교통위원회,2021-01-24,2026-08-31T21:16:29+09:00,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95085094&lcmspage=2,data/raw/evidence/documents/인천 계양/2021-01-24_인천계양_부천대장_광역교통개선대책_확정.html,9eaae5277162495e97ddf189edad305711b636676a8daa566b7f3466375b35c5,인천계양·부천대장 대중교통 대책; 저장 원문 문맥,"추진할 계획이다. 금번 교통대책이 확정된 인천계양, 부천대장은 서로 인접한 지구임을 감안하여 신도시 간 연계성을 강화하기 위해 두 지구를 통합하여 광역교통개선대책을 수립하였다. 대중교통 부분은 김포공항역~계양지구~대장지구~부천종합운동장을 잇는 S-BRT* 등 신교통수단을 설치하여 주변 철도노선(5*7*9호선, 공항철도, GTX-B 등)으로의 원활한 연계가 가능한 교통망을 구축한다. * Super BRT : BRT(간선급행버스체계) 일종으로 지하철 수준의 속도ㆍ정시성을 갖춘 최고급형 BRT 도로교통 부분은 국도39호선(벌말로) 확장, 경명대로 신설, 오정로 확장 등을 통해 도로용량을 확보하고 도로 간 연계성을 개선하여 광역교통",plan_confirmation,미정,unknown,sbrt,district,high,needs_human,개선대책 확정 원문이지만 실제 개통일은 제시하지 않음,F003,F003,3G_forward,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95085094&lcmspage=2,html,,,,계양~대장 S-BRT,설치·구축한다,200,27350,evidence/text/2021-01-24_인천계양_부천대장_광역교통개선대책_확정.txt,PARAPHRASE_CONTEXT,0.5,PARAPHRASE; 인용문:TOO_SHORT,,FALSE,1,,,,,,,,,,,,,,promise_source,unverified,,,,,,,,,,,,,,,,,absent,,,,,,,,,,
SRC-F004,인천 계양,official_service_page,BRT 고급화(S-BRT) 추진,국토교통부 대도시권광역교통위원회,확인불가,2026-08-31T21:16:29+09:00,https://www.molit.go.kr/mta/USR/WPGE0201/m_36794/DTL.jsp,data/raw/evidence/documents/부천 대장/확인불가_BRT_고급화_S-BRT__추진.html,ea7e2a95951f422d9bc6adee96f50dae36ad3fbc19b3e1d59600f6fbb5e48c15,S-BRT 시범사업 목록; 저장 원문 문맥,"(모란사거리-단대 오거리-남한산성) | L=9.3km (도계광장-가음정사거리) | L=22.9km (세종BRT 고급화) 사업기간 | ’19～’26 | ’21～’26 | ’21～’24 | ’19～’24 | ’17～’22 시행주체 | LH | 인천광역시 | 성남시 | 창원시 | LH ##### 기존 BRT와 S-BRT 사진대지 기존 BRT와 S-BRT의 사진대지 목록으로 구분, 기존 BRT(교차로처리, 정류장, 차량, 수평승하차), S-BRT(교차로처리, 정류장, 차량, 수평승하차)정보가 확인됩니다. 구분 | 기존 BRT | S-BRT",promise_date,2026,unknown,sbrt,district,high,needs_human,"페이지 갱신형 현황표이므로 게시일 대신 수집일을 검증로그로 관리 | 사업기간 ’19~’26은 개통일이 아니므로 date_precision=unknown; 사업기간 종료 ≠ 영업개시; S-BRT 시범사업 표에서 사업기간(2019~2026)만 언급, 실제 개통 목표일 부재. 사업기간 종료 ≠ 영업개시",F004,F004,3G_forward,https://www.molit.go.kr/mta/USR/WPGE0201/m_36794/DTL.jsp,html,2026,,,계양~대장 S-BRT,차질 없이 추진,200,53484,evidence/text/확인불가_BRT_고급화_S-BRT__추진.txt,PARAPHRASE_CONTEXT,0.5,PARAPHRASE; 인용문:TOO_SHORT,,FALSE,1,,,,,,https://www.molit.go.kr/mta/USR/WPGE0201/m_36794/DTL.jsp,data/raw/evidence/BRT _ 대도시권광역교통위원회.pdf,7714332a5b225299facb069431a9cd3ca9d7535e10986b2ec3dc5b3a7fc359a5,,,,,,promise_source,unverified,,,PDF-039,data/raw/evidence/BRT _ 대도시권광역교통위원회.pdf,7714332a5b225299facb069431a9cd3ca9d7535e10986b2ec3dc5b3a7fc359a5,source_url,0.99,matched_existing,success,4,3071,,,,,,absent,,,,,,,,,,
SRC-F005,인천 계양,official_press_release,인천도시철도 1호선 검단연장선 개통,인천광역시,2025-06-28,2026-08-31T21:16:29+09:00,https://www.incheon.go.kr/mayor_8/MA040101/view?curPage=195&repSeq=DOM_0000000012620245,data/raw/evidence/documents/인천 계양/2025-06-28_인천도시철도_1호선_검단연장선_개통.html,8a7dd42c598c7b53ed0b4bc831d8e4a139b16bd22b43069a47ab9bc174eabcc9,인천시 보도자료 본문 > 계양 광역버스 첫 운행 이벤트 문단 (2025-06-28),"유정복 인천광역시장을 비롯해 강희업 국토부 대광위원장, 모경종 국회의원 등이 참석해 계양 광역버스 첫 운행 개시를 알림.",basic_service,2025-06-28,day,rail,adjacent_corridor,high,verified,인접 기존축 기준선이며 계양 신도시 교통약속 이행으로 간주하지 않음,F005,F005,3G_forward,https://www.incheon.go.kr/mayor_8/MA040101/view?curPage=195&repSeq=DOM_0000000012620245,html,2025-06-28,2025-06-28,2025-06-28,인천도시철도 1호선 검단연장선,첫 운행,200,81369,evidence/text/2025-06-28_인천도시철도_1호선_검단연장선_개통.txt,Y_NORMALIZED,0.98,,,FALSE,1,,,,,,,,,,첫차,,2025-06-28,개통일 자체가 아니라 해당 첫차·배차 서비스의 시행일,service_level,unverified,,,,,,,,,,,,2025-06-28_인천도시철도_1호선_검단연장선_개통.txt,,,,,,TRUE,parkd,2026-09-02T20:11:00+09:00,A1B1C1D1E1,,,,,,
SRC-F006,인천 계양,official_press_release,검단연장선 6월 28일 첫 운행,인천광역시,2025-06-16,2026-08-31T21:16:29+09:00,https://www.incheon.go.kr/IC010205/view?curPage=276&repSeq=DOM_0000000012563847,data/raw/evidence/documents/인천 계양/2025-06-16_검단연장선_6월_28일_첫_운행.html,ddfb5baf54349d7451558757ccc81658e2ff79b80a37285c9bb5ddd49dd36359,"인천시 보도자료 제목 및 리드 (2025-06-27 발행, 2025-06-28 첫 운행)","인천시, 6월 27일 검단연장선 개통 기념행사 개최 … 28일 첫 운행. 신검단중앙역에서 시민과 함께하는 행사로 열려 개통 의미를 더할 계획.",basic_service,2025-06-28,day,rail,adjacent_corridor,high,verified,"F005의 사전 공식 공지, 계양지구 S-BRT와는 별개",F006,F006,3G_forward,https://www.incheon.go.kr/IC010205/view?curPage=276&repSeq=DOM_0000000012563847,html,2025-06-28,2025-06-28,2025-06-28,인천도시철도 1호선 검단연장선,첫 운행,200,201789,evidence/text/2025-06-16_검단연장선_6월_28일_첫_운행.txt,Y_NORMALIZED,0.98,,,FALSE,1,,,,,,https://www.incheon.go.kr/IC010205/view?curPage=276&repSeq=DOM_0000000012563847,"data/raw/evidence/인천시, 6월 27일 검단연장선 개통 기념행사 개최 … 28일 첫 운행.pdf",dfdccd29d1cffe983af2ea5d909ff6fc9c5ea5aabe1a4167e04d8ce4029f36c4,,첫 운행,,2025-06-28,개통일 자체가 아니라 해당 첫차·배차 서비스의 시행일,service_level,unverified,,,PDF-098,"data/raw/evidence/인천시, 6월 27일 검단연장선 개통 기념행사 개최 … 28일 첫 운행.pdf",dfdccd29d1cffe983af2ea5d909ff6fc9c5ea5aabe1a4167e04d8ce4029f36c4,source_url,0.99,matched_existing,success,4,1107,,,,,,,TRUE,parkd,2026-09-02T20:22:00+09:00,A1B1C1D1E1,,,,,,
SRC-F007,남양주 왕숙,official_housing_notice,남양주왕숙 A-1블록 공공분양주택 입주자모집공고,한국토지주택공사,2025,2026-08-31T21:16:29+09:00,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060926&uppAisTpCd=05,data/raw/evidence/documents/남양주 왕숙/2025_남양주왕숙_A-1블록_공공분양주택_입주자모집공고.html,3d2fbd3e41f74d681d9633ab3443d963b9e101185935e096e1b754b22d05ec88,LH 청약플러스 A-01 공급정보 > 입주예정일 항목,전용면적(㎡) : 59.89 ~ 59.92 총 세대수 : 629 입주예정일 : 2028년 08월,occupancy_planned_block,Aug-28,month,,block,high,verified,"미래 예정일, 실제 입주 공지로 전환 필요",F007,F007,3G_forward,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060926&uppAisTpCd=05,html,2028-08-31,2028-08-01,2028-08-31,,입주예정일,200,196665,evidence/text/2025_남양주왕숙_A-1블록_공공분양주택_입주자모집공고.txt,Y_NORMALIZED,0.98,,,FALSE,1,,A-1,v1,superseded,,,,,,,,,입주자모집공고/공급정보의 입주예정일,planned_block,unverified,,,,,,,,,,,,2025_남양주왕숙_A-1블록_공공분양주택_입주자모집공고.txt,,,,,,TRUE,parkd,2026-09-02T20:11:00+09:00,A1B1C1D1E1,,,,,,
SRC-F008,남양주 왕숙,official_housing_notice,남양주왕숙 A-2블록 신혼희망타운 입주자모집공고,한국토지주택공사,2025-07-24,2026-08-31T21:16:29+09:00,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=39&ccrCnntSysDsCd=02&mi=1027&panId=0000060921&uppAisTpCd=39,data/raw/evidence/documents/남양주 왕숙/2025-07-24_남양주왕숙_A-2블록_신혼희망타운_입주자모집공고.html,722d39198a5909bee3459cfb78f636dc4d2f072bab7405d14fa04d358d0840d7,LH 청약플러스 A-02 공급정보 > 입주예정월 항목,전용면적(㎡) : 46.68 ~ 55.86 총 세대수 : 608 입주예정월 : 2028년 08월,occupancy_planned_block,Aug-28,month,,block,high,verified,독립 블록 공고로 같은 예정월을 교차확인,F008,F008,3G_forward,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=39&ccrCnntSysDsCd=02&mi=1027&panId=0000060921&uppAisTpCd=39,html,2028-08-31,2028-08-01,2028-08-31,,입주예정월,200,193986,evidence/text/2025-07-24_남양주왕숙_A-2블록_신혼희망타운_입주자모집공고.txt,Y_NORMALIZED,0.98,,,FALSE,1,,A-2,v1,superseded,,,,,,,,,입주자모집공고/공급정보의 입주예정일,planned_block,unverified,,,,,,,,,,,,2025-07-24_남양주왕숙_A-2블록_신혼희망타운_입주자모집공고.txt,,,,,,TRUE,parkd,2026-09-02T20:11:00+09:00,A1B1C1D1E1,,,,,,
SRC-F009,남양주 왕숙,official_press_release,남양주왕숙·고양창릉 신도시 교통대책 확정,국토교통부 대도시권광역교통위원회,2020-12-29,2026-08-31T21:16:29+09:00,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95084988&lcmspage=1,data/raw/evidence/documents/남양주 왕숙/2020-12-29_남양주왕숙_고양창릉_신도시_교통대책_확정.html,6dae1eeca5a29545344277026e601cfbe8230b042347f95b2aa9f4cf88b17409,국토부 남양주왕숙 광역교통개선대책 본문 > 도시철도 준공 목표 문단,5월에 광역교통개선대책을 확정한 하남교산·과천 후속. 남양주왕숙 강동하남남양주선은 2028년 준공을 목표로 추진한다.,promise_date,2028,year,rail,district,high,verified,확정 당시 목표일이며 최신 사업일정과 계속 대조해야 함,F009,F009,3G_forward,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95084988&lcmspage=1,html,2028-12-31,2028-01-01,2028-12-31,강동하남남양주선,개통을 목표로 추진,200,35788,evidence/text/2020-12-29_남양주왕숙_고양창릉_신도시_교통대책_확정.txt,Y_NORMALIZED,0.98,,,FALSE,1,,,,,,https://www.molit.go.kr/portal/common/download/DownloadMltm2.jsp?FilePath=/upload/portal/DextUpload/202012/20201229_092632_077.hwp&FileName=201230(%EC%A1%B0%EA%B0%84)%EB%82%A8%EC%96%91%EC%A3%BC%EC%99%95%EC%88%99_%EA%B3%A0%EC%96%91%EC%B0%BD%EB%A6%89%20%EC%8B%A0%EB%8F%84%EC%8B%9C%20%EA%B5%90%ED%86%B5%EB%8C%80%EC%B1%85%20%ED%99%95%EC%A0%95(%EA%B3%B5%EA%B3%B5%ED%83%9D%EC%A7%80%EA%B8%B0%ED%9A%8D%EA%B3%BC%20%EA%B4%91%EC%97%AD%EA%B5%90%ED%86%B5%EC%A0%95%EC%B1%85%EA%B3%BC).hwp,data/raw/evidence/imported/SRC-F009/201230(조간)남양주왕숙_고양창릉 신도시 교통대책 확정(공공택지기획과 광역교통정책과).hwp,28b1bacbe0ea7e9ad4dd42c5659f47b22ef4a07e27221f47169c6838b10f657e,,,,,,promise_source,attachment_only,official_attachment_hash,2026-09-02T18:00:00+09:00,,,,,,,,,,2020-12-29_남양주왕숙_고양창릉_신도시_교통대책_확정.txt,,,,2028-12-31,year,TRUE,parkd,2026-09-02T20:11:00+09:00,A1B1C1D1E1,,,,,,
SRC-F010,남양주 왕숙,official_plan_pdf,신도시 광역교통 개선 투자계획,국토교통부,2024-01-25,2026-08-31T21:16:29+09:00,https://www.molit.go.kr/2024plan_traffic/news/bodo_2.pdf,data/raw/evidence/bodo_2.pdf,90f107e315964eadde4d306bc9bd50f6b4883562335c9cbb3a6a6c4b486b8c77,11쪽 동부권; 저장 원문 문맥,"<남양주 왕숙‧양정역세권> ➊송파하남선 ➋동남로 연결도로 신설 ➌동남로 확장·개선 ➊강동하남남양주선 ➋경의중앙선 역사 신설 ➌국도 6호선 확장 ❹시도13호선 확장 ㅇ (북부권) 고양창릉, 양주신도시등에약1.8조원(11개사업) 투자 ⇨사업별6개월~3년단축 * 2기 신도시 대비 2～8년(평균 4.8년) 단축",plan_confirmation,미정,unknown,rail,district,high,needs_human,"2024년 투자 우선순위 재확인, 개통일 약속은 F009 사용; 남양주왕숙 대책 항목 나열, 세부 준공/개통 목표일 부재. plan_confirmation으로 재분류",F010,F010,3G_forward,https://www.molit.go.kr/2024plan_traffic/news/bodo_2.pdf,pdf,,,,강동하남남양주선,집중 투자,200,2962879,evidence/text/2024-01-25_신도시_광역교통_개선_투자계획.txt,PARAPHRASE_CONTEXT,1,PARAPHRASE; 인용문:TOO_SHORT,,FALSE,1,,,,,,https://www.molit.go.kr/2024plan_traffic/news/bodo_2.pdf,data/raw/evidence/bodo_2.pdf,90f107e315964eadde4d306bc9bd50f6b4883562335c9cbb3a6a6c4b486b8c77,,,,,,promise_source,unverified,,,PDF-038,data/raw/evidence/bodo_2.pdf,90f107e315964eadde4d306bc9bd50f6b4883562335c9cbb3a6a6c4b486b8c77,sha256,1.0,matched_existing,success,29,19818,,,,2020-12-29,,absent,,,,,,,,,,
SRC-F011,남양주 왕숙,official_press_release,"진접선 개통, 남양주의 새로운 길이 열립니다",국토교통부,2022-03-18,2026-08-31T21:16:29+09:00,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95086587&lcmspage=60,data/raw/evidence/documents/남양주 왕숙/2022-03-18_진접선_개통__남양주의_새로운_길이_열립니다.html,ad7806c3360f86c8f5018922d0dd6b57fff128514c7e81757630cbccc5cc5e8e,국토부 진접선 개통 보도자료 제목 및 리드,"진접선 개통, 남양주의 새로운 길이 열립니다. 서울도시철도 4호선 진접선(당고개~진접) 14.9km 연장 3개역 신설. 2022년 3월 19일 개통.",basic_service,2022-03-19,day,rail,adjacent_corridor,high,verified,왕숙 인접 기존 철도 기준선이며 왕숙 교통약속 이행 아님,F011,F011,3G_forward,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95086587&lcmspage=60,html,2022-03-19,2022-03-19,2022-03-19,진접선(4호선 연장),개통,200,61591,evidence/text/2022-03-18_진접선_개통__남양주의_새로운_길이_열립니다.txt,Y_NORMALIZED,0.98,,,FALSE,1,,,,,,,,,출퇴근 10~12분,,,2022-03-19,개통일 자체가 아니라 해당 첫차·배차 서비스의 시행일,service_level,unverified,,,,,,,,,,,,,,,,,,TRUE,parkd,2026-09-02T20:22:00+09:00,A1B1C1D1E1,,,,,,
SRC-F012,남양주 왕숙,official_press_release,"별내선 개통, 첫 열차 운행",경기도,2024-08-10,2026-08-31T21:16:29+09:00,https://gnews.gg.go.kr/briefing/brief_gongbo_view.do?BS_CODE=s017&number=62697&subject_Code=BO01,data/raw/evidence/documents/남양주 왕숙/2024-08-10_별내선_개통__첫_열차_운행.html,7426809fef38ea73371315bb6b00306b5876f9570b98d55705d620541531d6a2,본문; 저장 원문 문맥,"공유 URL URL복사 * 프린트 남양주시 별내역과 서울 암사역을 잇는 지하철 8호선 연장 별내선(암사~별내)이 공식 운행을 앞두고 9일 개통식과 시승식을 가졌다. 별내선은 별내역에서 10일 오전 5시 32분 첫차부터 운행을 시작한다. 남양주 별내에서 잠실까지 이동 시간을 기존 45분에서 27분으로 줄여 경기 동북부 주민들의 교통 여건이 대폭 개선될 전망이다. 9일 오후 2시 별내역에서 열린 개통식에는 김동연 경기도지사, 박상우 국토교통부장관, 오세훈 서울시장, 지역 국회의원, 주민 등이 참석했다. 김동연 경기도지사는 ""별내선은 경기도가 직접 건설하고 시행한 경기북부 최초의 지하철 사업이라는 점에서 아주 남다른 의미를 가지고 있다""면서",basic_service,2024-08-10,day,rail,adjacent_corridor,high,duplicate,왕숙 광역교통대책의 별내선 연장 약속과 구분되는 기존 본선 기준선,F012,F012,3G_forward,https://gnews.gg.go.kr/briefing/brief_gongbo_view.do?BS_CODE=s017&number=62697&subject_Code=BO01,html,2024-08-10,2024-08-10,2024-08-10,별내선(8호선 연장),첫 열차,200,60091,evidence/text/2024-08-10_별내선_개통__첫_열차_운행.txt,PARAPHRASE_CONTEXT,0.5,PARAPHRASE; 인용문:TOO_SHORT,,FALSE,1,SRC-H023,,,,,https://gnews.gg.go.kr/briefing/brief_gongbo_view.do?BS_CODE=s017&number=62697&subject_Code=BO01,"data/raw/evidence/imported/SRC-F012/경기도， 별내선 개통. 남양주 별내에서 잠실까지 27분이면 간다. 김동연， “구리， 남양주. 경기동북부 주민들 교통 숨통 확 트일 것”.hwpx;data/raw/evidence/경기도, 별내선 개통. 남양주 별내에서 잠실까지 27분이면 간다. 김동연, “구리, 남양주. 경기동북부 주민들 교통 숨통 확 트일 것”.pdf",9cff104b4f41afbe4669f7a111d11ca3712b641fe4d2a7d52e5ec8fa9b6b8b2d;6725ccec06129673dcd030a56859bb9c08dc0d33fa297914ba75e9197c95f38b,4.5~8분,05:32(별내발),,2024-08-10,개통일 자체가 아니라 해당 첫차·배차 서비스의 시행일,service_level,verified,local_hwpx_xml,2026-09-02T18:00:00+09:00,PDF-072,"data/raw/evidence/경기도, 별내선 개통. 남양주 별내에서 잠실까지 27분이면 간다. 김동연, “구리, 남양주. 경기동북부 주민들 교통 숨통 확 트일 것”.pdf",6725ccec06129673dcd030a56859bb9c08dc0d33fa297914ba75e9197c95f38b,source_url,0.99,matched_existing,success,2,2361,,,,,,,,,,,,,,,,
SRC-F013,하남 교산,official_housing_notice,교산 푸르지오 더 퍼스트 입주자모집공고,한국토지주택공사,2025-03-31,2026-08-31T21:16:29+09:00,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060838&uppAisTpCd=05,data/raw/evidence/documents/하남 교산/2025-03-31_교산_푸르지오_더_퍼스트_입주자모집공고.html,6148722fa9e6fb4ef4ecf538e89bd1564b5e371ee3578caa4e6d9048936852be,LH 청약플러스 A2 공급정보 > 입주예정일 항목,"전용면적(㎡) : 51.87 ~ 59.99 총 세대수 : 1,115 입주예정일 : 2029년 06월",occupancy_planned_block,Jun-29,month,,block,high,verified,원공고의 미래 예정일,F013,F013,3G_forward,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060838&uppAisTpCd=05,html,2029-06-30,2029-06-01,2029-06-30,,입주예정일,200,190728,evidence/text/2025-03-31_교산_푸르지오_더_퍼스트_입주자모집공고.txt,Y_NORMALIZED,0.98,,,FALSE,1,,A2,v2,superseded,SRC-E2-A08,,,,,,,,입주자모집공고/공급정보의 입주예정일,planned_block,unverified,,,,,,,,,,,,2025-03-31_교산_푸르지오_더_퍼스트_입주자모집공고.txt,,,,,,TRUE,parkd,2026-09-02T20:11:00+09:00,A1B1C1D1E1,,,,,,
SRC-F014,하남 교산,official_housing_notice,교산 푸르지오 더 퍼스트 정정공고,한국토지주택공사,2025-03-31,2026-08-31T21:16:29+09:00,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060855&uppAisTpCd=05,data/raw/evidence/documents/하남 교산/2025-03-31_교산_푸르지오_더_퍼스트_정정공고.html,d32f5a13e0313fd406b65a4345ecd2b2ed97a521b75c7b75333a26ae6128c997,LH 청약플러스 A2 공급정보(중복 게시) > 입주예정일 항목,"전용면적(㎡) : 51.87 ~ 59.99 총 세대수 : 1,115 입주예정일 : 2029년 06월",occupancy_planned_block,Jun-29,month,,block,high,verified,정정공고에서도 예정월이 유지됨을 확인,F014,F014,3G_forward,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060855&uppAisTpCd=05,html,2029-06-30,2029-06-01,2029-06-30,,입주예정일,200,192529,evidence/text/2025-03-31_교산_푸르지오_더_퍼스트_정정공고.txt,Y_NORMALIZED,0.98,,,FALSE,1,,A2,v5,superseded,SRC-PDF-008-OCCU-1,,,,,,,,입주자모집공고/공급정보의 입주예정일,planned_block,unverified,,,,,,,,,,,,2025-03-31_교산_푸르지오_더_퍼스트_정정공고.txt,,,,,,TRUE,parkd,2026-09-02T20:11:00+09:00,A1B1C1D1E1,,,,,,
